xa_S1,ya_S1,za_S1,xgb_S1,ybg_S1,zbg_S1,tilt_x_S1,tilt_y_S1,tilt_z_S1,tilt_accx_S1,tilt_accy_S1,tilt_accz_S1,xa_S2,ya_S2,za_S2,xgb_S2,ybg_S2,zbg_S2,tilt_x_S2,tilt_y_S2,tilt_z_S2,tilt_accx_S2,tilt_accy_S2,tilt_accz_S2,Posture
1.2365257305071415,-1.3812889323335955,-0.3182225328857858,0.21455839885462838,0.03930096344904031,-1.5842093233220191,-1.3068344877237161,-1.0807805165244253,-0.41210633133767094,-1.311905357692808,13.91299,-69.37091,0.4174196324330826,-1.315342112964036,-0.12681860763910538,3.0577419204169116,2.438098389436031,-1.42071778537605,-1.264177423117352,-0.42021130046515454,0.1347422453993401,-1.2912040655816694,16.08541,-139.0013,LR
1.2866548730591978,-1.3901960253595487,-0.39953307736481564,-0.660148562236739,0.5256140486823004,-1.7029581778899987,-1.3097969875219178,-1.0826896749178738,-0.4131199802419488,-1.409545873179409,13.63153,-70.39631,0.4304216353407103,-1.293772852182159,0.1521593041758046,2.868559731724229,2.324967849720264,-1.3505317841325004,-1.2649460443546046,-0.4190670461802543,0.13481923904752874,-1.4269673123218236,16.36451,-137.8683,LR
1.2329449203273306,-1.3924223425903852,-0.38679782141118696,0.08518920094561855,1.2550839950673776,-2.0888918580101454,-1.311169577933342,-1.0830237196428514,-0.41406416418472164,-1.378162190849772,14.00382,-70.27116,0.44775793509418393,-1.306714055259612,0.054939833777429996,3.0847676944860725,2.6805218818962953,-1.2803459361278071,-1.2626757396324697,-0.41674693193967643,0.13332748711386974,-1.3912258436518976,15.97308,-138.3381,LR
1.2078807157121847,-1.439183212899686,-0.4014924401104697,0.08518920094561855,-0.25772704634674737,-2.3857649666879697,-1.3128225192307181,-1.0845512783331137,-0.4163106475514197,-1.3934682898570776,14.13777,-70.56633,0.41958633704105086,-1.414560359168995,-0.012690650492075118,2.9496370539317107,2.4219370349881917,-1.3271369611808381,-1.2630833003596964,-0.4157768313509,0.13305800934520806,-1.422758418811997,16.11111,-138.0356,LR
1.2347356920781185,-1.4057829821293153,-0.37700140894499834,0.08518920094561855,1.960238239410514,-2.5342015210268816,-1.3140248294060446,-1.0840826878161314,-0.4173600405621014,-1.3726915805916553,13.9615,-70.17062,0.45642652878587514,-1.3843630406826941,0.033805091022890275,2.787480639308189,2.1471908336322483,-0.718860071523399,-1.2642198203742108,-0.4156794342838087,0.13324086925965714,-1.4396689365831132,15.73687,-138.1114,LR
1.2132515643210187,-1.450316623156476,-0.3456528088007788,-1.3424201477257935,1.6927658354843493,-2.3857649666879697,-1.316270458818019,-1.0839145055761252,-0.41782403952826486,-1.345773893629333,14.01986,-69.87291,0.44775793509418393,-1.293772852182159,0.033805091022890275,1.8145417975253448,1.9209297542007133,-0.9996030038256032,-1.2648174849305802,-0.41537821289088406,0.13238431492355524,-1.3705494033572052,15.95677,-138.4966,LR
1.2329449203273306,-1.3946495718725254,-0.40737012708535,-1.464878856437653,1.2307686115606238,-1.495147585170247,-1.3197851934150584,-1.0840942865913041,-0.41881138616556474,-1.3980775341324008,14.02428,-70.53994,0.4304216353407103,-1.319655258337064,0.054939833777429996,1.1118633517469445,1.6300211398160405,-0.8826267437233041,-1.266681596578935,-0.4150499009230069,0.1322110792151301,-1.3940081296954354,16.18477,-138.2045,LR
1.2669615170528858,-1.4659035799262434,-0.37994025243243856,-1.0450195426145825,1.2064527502510891,-1.5248347015864543,-1.3227834426550924,-1.0851602140296877,-0.41947636142811706,-1.4011531724513997,13.65198,-70.3051,0.42608733849486474,-1.3325982283728839,-0.08454912213002402,0.9226809860334061,1.2583057531921695,-0.6720696594257931,-1.2674543207765294,-0.4153491872748634,0.13119091337662966,-1.3286786080497586,16.01672,-138.7675,LR
1.223993261538686,-1.4347296663867093,-0.3818996151780926,-0.8001016668444292,1.1578215054348004,-0.931089456488681,-1.324932172264204,-1.0855383341003222,-0.4197778258727033,-1.3800852840330973,14.00541,-70.29676,0.4304216353407103,-1.3671086922322129,-0.021144893866402954,1.4632028401674284,1.5168906001002733,-0.6954652485717367,-1.2687508562443501,-0.41534209212428064,0.1309599324320637,-1.3883016998302855,16.01448,-138.3372,LR
1.2383165022579294,-1.3746090685897812,-0.39071614564041324,-0.8875723858708877,1.328031101193201,-1.22796198181178,-1.3272069656945156,-1.085653161974533,-0.4202438480901714,-1.3796967330734677,13.99366,-70.28314,0.38924714675004046,-1.362793779900818,-0.03382539324661579,0.7875505224999003,1.2098216898486507,0.030582904374458573,-1.27026758391715,-0.4149421836368861,0.13158550582359688,-1.3628449200706978,16.53251,-138.2409,LR
1.19892905692354,-1.4169163923861052,-0.4014924401104697,-0.940054886038728,0.7687709098341176,-0.8123406019207013,-1.3296050006216722,-1.0858085855618491,-0.4208198002952628,-1.384949193033768,14.23297,-70.52927,0.38924714675004046,-1.177298490568352,-0.01691863786051891,0.32810705269849477,0.7734599327106206,-0.2977460561672336,-1.2697041106969575,-0.4146596676409524,0.13043060110076427,-1.2359999774162291,16.78357,-139.0161,LR
1.2329449203273306,-1.261047736739739,-0.38777730215297296,-0.3277598528535186,0.20951055920744074,-0.04047149161623337,-1.3304422901803887,-1.0867016912501573,-0.42030184796094194,-1.3480611948206005,14.18588,-70.02367,0.39574903583376336,-1.3671086922322129,0.021124591642677437,-0.8340148628813111,0.22396752999873404,-0.46151272836713864,-1.2737455266330464,-0.4151634233323319,0.13108504711036922,-1.3971330156558308,16.52717,-137.9957,LR
1.263380706873075,-1.3412088378194105,-0.388757184156841,-0.2752774672722869,0.574245612033776,0.6126481807655297,-1.3318590970067121,-1.0879230422758568,-0.4196732912218957,-1.379286647964268,13.85454,-70.17587,0.400083332679609,-1.2894597068091298,-0.03382539324661579,-0.9691453264148167,0.27245212263269786,-0.555093399323494,-1.2760787434137462,-0.4156858844207022,0.13046909792485997,-1.3138384108699632,16.48072,-138.6233,LR
1.2956072651696078,-1.4191427096169429,-0.40345180285612375,-0.590172009932894,0.7201395057502356,0.10796477104531621,-1.3344575169630892,-1.0897800061810274,-0.41974680268601194,-1.423232229632113,13.53246,-70.49755,0.4542598241779069,-1.492211111550444,-0.12681860763910538,-0.6718579171952216,0.6603291812786753,-0.017002817387317008,-1.2805031023150133,-0.4172165019055205,0.13086369037182718,-1.4311601464605463,15.41198,-138.3424,LR
1.2705423272326968,-1.450316623156476,-0.40443128359790975,-0.8001016668444292,0.4283515590497233,-0.5748423094300169,-1.33728830829138,-1.0915151829468834,-0.4202890340360041,-1.422086238368047,13.67382,-70.58591,0.41525204019520523,-1.315342112964036,-0.14372709438776105,0.3010809245876225,0.3855829799227321,0.053182724139663635,-1.280698676757945,-0.41810984586526473,0.1299301423875366,-1.2817517874068214,16.08801,-139.0681,LR
