xa_S1,ya_S1,za_S1,xgb_S1,ybg_S1,zbg_S1,tilt_x_S1,tilt_y_S1,tilt_z_S1,tilt_accx_S1,tilt_accy_S1,tilt_accz_S1,xa_S2,ya_S2,za_S2,xgb_S2,ybg_S2,zbg_S2,tilt_x_S2,tilt_y_S2,tilt_z_S2,tilt_accx_S2,tilt_accy_S2,tilt_accz_S2,Posture
0.5332750883431313,-1.3523723042966915,0.1959033221001784,0.22165827551913314,0.238301799077745,-1.731263638298635,-1.759966750921557,-0.6653792964489197,0.2894842117488408,-1.7652643422162488,-0.7446408740296564,0.31560852043172694,0.6186703487256269,0.3186195093404924,-0.6337680690816209,2.3149405681433404,2.9746019894653473,-1.6554474401230426,-0.1914303656582141,-0.43553839556151847,-0.6095555267254505,-0.21580602342589617,-0.4883578085134271,-0.6211697013384815,LR
0.5707952743975145,-1.3564389893081217,0.14897366588811942,-0.9208910452944109,0.6774304081891044,-1.849574964446131,-1.7626856498417682,-0.6668170435503259,0.2890646298871183,-1.8551061183875577,-0.7692384401360183,0.28703209905341026,0.6290428420704206,0.3228911198909966,-0.5961183861549108,2.1668685156334693,2.829324957492691,-1.576116905068457,-0.19180979265182063,-0.43433852941413026,-0.6095343812201509,-0.2842632730768117,-0.4695937967409444,-0.5913001758559142,LR
0.5305949574385898,-1.3574554523547016,0.15632401863148973,0.05267518085996921,1.3361236094854874,-2.2340866775579324,-1.7639453746828564,-0.6670686056191016,0.28867380180567387,-1.82622911226731,-0.7367029896786268,0.2905198493318347,0.6428730692357106,0.32032822354694046,-0.6092387160440739,2.3360935205684195,3.2859110803046296,-1.4967865432182177,-0.19068906523298274,-0.43190565538247616,-0.6099440753853315,-0.2662409975171345,-0.4959098022160533,-0.6036856154602479,LR
0.5118351388462642,-1.3788049240458777,0.1478427889442075,0.05267518085996921,-0.029907099200566903,-2.5298659616022774,-1.765462397675174,-0.6682189779961079,0.28774391013475115,-1.8403126831519696,-0.7249967295352772,0.2822938864897851,0.6203988615775275,0.29897017079441984,-0.6183658410998241,2.2303273729087065,2.953848321952233,-1.549673970731416,-0.19089025605877413,-0.4308884069689072,-0.6100180846538804,-0.2821409809198792,-0.48662998657665596,-0.5957107421517951,LR
0.5319352973257266,-1.363555479871847,0.16197817175634466,0.05267518085996921,1.9728603371819011,-2.67775560362445,-1.7665658441089724,-0.6678660923162973,0.2873095326385172,-1.8211954503711105,-0.7404014512632968,0.2933217543497553,0.649788536876703,0.30495049555137216,-0.6120909718311698,2.103408272823915,2.6010318960867225,-0.8621446876423808,-0.19145129490519233,-0.430786276310364,-0.6099678640787937,-0.29066793916947997,-0.5117903010364694,-0.5977090740419796,LR
0.5158550607682103,-1.383888072103888,0.18007150807482109,-1.8120797190855569,1.7313394152115797,-2.5298659616022774,-1.7686268195686559,-0.6677394378025039,0.2871174685527785,-1.7964277318163044,-0.7353012098152499,0.3016185033340917,0.6428730692357106,0.3228911198909966,-0.6120909718311698,1.341893395208301,2.31047783214141,-1.1794656154302994,-0.19174632977388645,-0.43047041526705493,-0.6102031078252523,-0.2558151107684541,-0.4970063304568601,-0.6078641854417016,LR
0.5305949574385898,-1.3584723318138368,0.14445038970717655,-1.972036276755873,1.3141674235148617,-1.6425300468204527,-1.7718525440417918,-0.6678748271103521,0.2867087740447536,-1.844553778054416,-0.7349149338179852,0.28302933778700917,0.6290428420704206,0.31776532720288453,-0.6092387160440739,0.7919101201449539,1.9369063793819299,-1.0472485188842466,-0.19266654150393198,-0.4301261470207075,-0.6102506852121766,-0.26764393722914126,-0.48167779343025297,-0.6001634895957544,LR
0.5560553777271351,-1.3910045626676135,0.16028197213782913,-1.4236126386871213,1.2922108061002202,-1.672107781489766,-1.7746042527933672,-0.6686775546839804,0.2864335194102508,-1.8473837591136344,-0.7674512582029723,0.28957399040694676,0.6255851082499244,0.3152020809275963,-0.6280635575074288,0.6438379290816514,1.4595665890568774,-0.8092579529465675,-0.19304799390853655,-0.43043997897808506,-0.6105308631573964,-0.23470218399136872,-0.4929758664448203,-0.6150059810756187,LR
0.5238949046121021,-1.3767715815401627,0.15915109519391718,-1.1036989246506614,1.248298002714953,-1.080550182076681,-1.7765762963417198,-0.6689623089701643,0.2863087335871035,-1.8279986042294514,-0.736564035190923,0.28980641419697495,0.6290428420704206,0.30836757403303616,-0.6195067901461409,1.066901965506775,1.7916293474092737,-0.8357017533053398,-0.1936880237838725,-0.43043253899633693,-0.6105942996732951,-0.2647665274494408,-0.49312646259806414,-0.6036618885644541,LR
0.5346154282302682,-1.349322498744396,0.15406249633837074,-1.2179538866668072,1.401993030285396,-1.376328884915663,-1.778664037716464,-0.6690487834313059,0.28611583201261936,-1.8276410875963998,-0.7375909001157781,0.2901859839835682,0.596195432950749,0.3092221061018761,-0.6212180968869202,0.5380719199753704,1.3973055865175341,-0.015056789521927549,-0.19443675071609615,-0.43001319457053055,-0.6104224924427358,-0.2519302026770527,-0.458299085247655,-0.601123110714524,LR
